Name,Coordinates,Population
Bnei Brak,"32.08074, 34.8338",214444
Vetapālem,"15.78502, 80.30663",38007
Khūtār,"28.20307, 80.27046",15618
Bangaon,"25.86728, 86.51152",60000
Canteleu,"49.44065, 1.02459",15742
Chiguayante,"-36.9256, -73.02841",82545
Lanshan,"33.93611, 117.725",55442
Panzhihua,"26.58509, 101.71276",787177
Uherské Hradiště,"49.06975, 17.45969",26421
Bornem,"51.09716, 4.24364",19997
Sousa,"-6.75917, -38.22806",47927
Santo Antônio,"-6.31056, -35.47889",12529
Amontada,"-3.36167, -39.83167",13520
Alagoa Grande,"-7.04159, -35.62699",16406
Jaguarão,"-32.56611, -53.37583",29613
São Pedro,"-22.42313, -42.96612",20424
Kostyukovichi,"53.35488, 32.05128",11946
Grigiškės,"54.68333, 25.08333",11555
Tonalá,"16.08977, -93.75489",35322
Wigram,"-43.55, 172.55",11150
Valea lui Mihai,"47.51667, 22.15",10240
Sibiu,"45.8, 24.15",151894
Sasebo,"33.16834, 129.72502",237444
Kitagata,"35.43333, 136.68333",18410
Futtsu,"35.3108, 139.81877",51650
Semboku,"39.7093, 140.74654",25857
Dzitbalché,"20.31857, -90.05611",11686
Alvarado,"18.77143, -95.76181",23128
Vaikam,"9.74858, 76.39637",22807
Ferkessédougou,"9.5928, -5.19449",72476
Marienthal,"53.56667, 10.08333",287101
Harlesden,"51.53811, -0.2502",17162
Camberley,"51.33705, -0.74261",30155
Sakumona,"5.62135, -0.05193",32886
Radeberg,"51.11112, 13.91199",18747
Karlstadt,"49.96034, 9.77239",15272
Minglanilla,"10.24498, 123.7964",62058
Malolos,"14.8443, 120.81039",198748
Kinnelon,"41.00176, -74.3671",10392
Rasulnagar,"32.32794, 73.7804",14392
Chenab Nagar,"31.75511, 72.91403",70000
McKinleyville,"40.94652, -124.10062",15177
Medford,"42.32652, -122.87559",79805
Vulcăneşti,"45.68492, 28.40613",14352
Ambositra,"-20.53034, 47.24344",43504
Mandalay,"21.97473, 96.08359",1208099
Mzuzu,"-11.46556, 34.02071",249564
Yuriria,"20.21081, -101.13212",25216
Icheu,"7.7067, 6.7718",14704
Bognonzra,"6.94321, -5.96734",15282
Zhuanghe,"39.70083, 122.99111",80384
Zhangji,"34.1375, 117.37556",61929
Chefushan,"34.47525, 117.75119",45844
Changzhou,"31.77359, 119.95401",3290918
Baijiawan,"34.69583, 105.28889",20486
Tonghua,"41.71972, 125.92639",510000
Futian,"31.22201, 109.71068",32340
Dashahe,"34.53847, 116.62453",51916
Tianjia,"30.08963, 105.85665",16368
San Francisco,"8.53556, 125.95",18542
Pamplona,"9.4724, 123.1192",11772
Graulhet,"43.76688, 1.98938",13057
Shuya,"56.84864, 41.3869",60705
Perm,"58.01046, 56.25017",982419
Ivanovo,"56.99719, 40.97139",406113
Ust’-Abakan,"53.83651, 91.39077",14696
Lolodorf,"3.23333, 10.73333",22252
Puyang Chengguanzhen,"35.70506, 115.01409",104994
Nanjing,"32.06167, 118.77778",9314685
Lianzhou,"24.78186, 112.3712",92827
Xinglong,"29.1685, 107.0064",20489
Yacuanquer,"1.11577, -77.40169",10579
Kom Ombo,"24.47669, 32.94626",116293
Al Ḩāmūl,"31.31146, 31.14766",58430
Jódar,"37.84064, -3.35262",12157
Tougan,"13.0725, -3.0694",26347
Coreaú,"-3.53333, -40.65667",12383
Belleville,"44.16682, -77.38277",50716
Côte-Saint-Luc,"45.46536, -73.66585",31395
Quakers Hill,"-33.73333, 150.88333",26904
Téiri,"6.3981, -5.9846",12086
Hitachi-Naka,"36.39659, 140.53479",154631
Mai,"-0.98169, 36.58642",20823
Nikšić,"42.7731, 18.94446",58212
Venustiano Carranza,"16.33815, -92.563",15496
Tepeaca,"18.96688, -97.8998",27449
Abasolo,"20.44997, -101.53073",27389
Semporna,"4.48178, 118.61119",62641
Nasrullāhganj,"22.6837, 77.27069",18265
Āmli,"20.28333, 73.01667",33369
Hashtrūd,"37.4779, 47.0508",16888
Ono,"34.85, 134.93333",47609
Rostokino,"55.83333, 37.66667",37000
Dzerzhinsky,"55.62737, 37.85803",47163
Zhdanivka,"48.16155, 38.23663",11867
Bayshore Gardens,"27.42532, -82.59038",16323
River Falls,"44.86136, -92.62381",15269
Vero Beach South,"27.61638, -80.41308",23092
Gold Canyon,"33.37145, -111.43691",10159
Judibana,"11.75908, -70.18418",23182
Schweizer-Reneke,"-27.18871, 25.32931",70214
Yuryuzan’,"54.86333, 58.42194",13424
Santa Barbara,"16.0009, 120.4023",15445
Pambujan,"12.5642, 124.9276",10812
Ayala Alabang,"14.40599, 121.02222",25115
Barogo,"12.55, -0.96667",26539
Andover,"51.21135, -1.49393",42276
Jouy-le-Moutier,"49.01068, 2.04028",19087
Abarán,"38.20551, -1.39907",13030
Aveiro,"40.64427, -8.64554",54162
Safranbolu,"41.25083, 32.69417",35242
Mugumu,"-1.85, 34.7",18431
Iglino,"54.83244, 56.41264",13958
Tung Tau Tsuen,"22.45291, 114.02873",13928
Monfort Heights,"39.18839, -84.59522",11948
Kombolcha,"11.08155, 39.74339",132100
Dearborn,"42.32226, -83.17631",95171
Wickliffe,"41.60533, -81.45345",12545
Grafton,"43.31973, -87.95342",11527
Buckeye,"33.37032, -112.58378",50876
El Pao,"9.63926, -68.12917",18520
Nha Trang,"12.24507, 109.19432",283441
Plettenberg Bay,"-34.05274, 23.3716",19445
Mahmutlar,"36.49463, 32.09085",24227
Kidodi,"-7.60361, 37.00438",35953
Dodoma,"-6.17221, 35.73947",180541
Debaltseve,"48.34072, 38.4049",24209
Peachtree Corners,"33.9701, -84.22159",40978
Belleville,"38.52005, -89.98399",42034
Effium,"6.63105, 8.05814",86945
Arequipa,"-16.39889, -71.535",1008290
Ségou,"13.44032, -6.25947",205787
Lilongwe,"-13.96692, 33.78725",1115815
Santa Bárbara,"14.91944, -88.23611",15119
Rockville,"39.084, -77.15276",66980
Fayetteville,"35.05266, -78.87836",201963
Vuyyūru,"16.36307, 80.84406",36755
Hasanpur,"28.72249, 78.28436",57481
Oberasbach,"49.42275, 10.95766",17306
Heiligensee,"52.61449, 13.24501",18099
Talā,"30.6798, 30.94364",72536
Jimena de la Frontera,"36.43517, -5.45387",10431
Padangsidempuan,"1.37952, 99.27146",225105
Kralupy nad Vltavou,"50.24107, 14.31149",17373
Golub-Dobrzyń,"53.11087, 19.05381",12937
Encantado,"-29.23611, -51.86972",16637
Guiping,"23.39483, 110.07434",71066
Baoluan,"29.76416, 107.67834",21417
Ersheng,"29.46583, 106.77083",16461
Nantong,"28.94386, 106.88194",46684
Uromi,"6.7, 6.33333",108608
Serik,"36.91694, 31.09889",36925
West Norriton,"40.12955, -75.37852",14702
Placerville,"38.72963, -120.79855",10650
Rio Linda,"38.69101, -121.44857",15106
Bela Bela,"-24.88333, 28.28333",90210
Mokopane,"-24.19436, 29.00974",101090
Hennenman,"-27.97654, 27.02423",22847
Villa Vásquez,"19.7411, -71.4464",11642
Lalín,"42.66085, -8.11285",20158
Mao,"14.12286, 15.31189",50681
Afyonkarahisar,"38.75667, 30.54333",251799
Skadovsk,"46.11313, 32.90978",17915
Cypress Lake,"26.53813, -81.89925",11846
Marco Island,"25.94121, -81.71842",17690
Sunset,"25.70594, -80.35228",16389
Jefferson,"34.11705, -83.57239",10195
Kaukauna,"44.27804, -88.27205",15854
Sunnyvale,"37.36883, -122.03635",155805
Las Cruces,"32.31232, -106.77834",101643
South Jordan Heights,"40.56384, -111.94938",37141
Yangiyŭl,"41.11202, 69.0471",61700
Táriba,"7.82117, -72.22329",138402
Caucagua,"10.2831, -66.37591",31788
Sarov,"54.94802, 43.31521",88000
Kavkazskaya,"45.4453, 40.6765",11680
Gus’-Khrustal’nyy,"55.61171, 40.65023",62746
Richton Park,"41.48448, -87.70338",13695
Charlton,"42.13565, -71.97007",12764
Powell,"40.15784, -83.07519",12972
Horsham,"40.17844, -75.12851",14842
Miami,"36.87451, -94.87746",13611
Albertville,"34.26783, -86.20878",21462
Merchweiler,"49.35, 7.05",10863
Hürth,"50.87079, 6.86761",54678
Emstek,"52.83333, 8.15",11257
Ali Sabih,"11.15583, 42.7125",50006
Khatauli,"29.27844, 77.73302",64731
Karīmnagar,"18.43915, 79.12856",228745
Royal Tunbridge Wells,"51.13321, 0.26256",68910
San Cristobal,"22.71658, -83.05647",59579
Regla,"23.125, -82.33194",44431
Bourzanga,"13.67806, -1.54611",27213
Macapá,"0.03889, -51.06639",512902
Estreito,"-5.78333, -43.25",17647
Vitória,"-20.31944, -40.33778",312656
Jaguaquara,"-13.53056, -39.97083",41498
Guaranésia,"-21.29917, -46.8025",17437
Charqueada,"-22.50972, -47.77806",12391
Além Paraíba,"-21.88778, -42.70444",33907
Staryya Darohi,"53.0402, 28.267",10094
Elliot Lake,"46.38336, -82.63315",12508
Oakwood Village,"43.68278, -79.43833",21210
Cuímba,"-6.12085, 14.62086",41878
Villa María,"-32.40751, -63.24016",92453
Villa Carlos Paz,"-31.42414, -64.49778",69451
Hervey Bay,"-25.28762, 152.76936",52230
Punchbowl,"-33.92893, 151.05111",20174
Rapperswil,"47.22557, 8.82228",34776
Sabunçu,"40.4425, 49.94806",20996
Heule,"50.83752, 3.23818",11873
Waldkraiburg,"48.20854, 12.39893",24676
Gbliglo,"6.13533, -7.02576",13485
Kong,"9.14943, -4.60982",15262
Magalang,"15.2151, 120.6596",68988
Amadora,"38.75382, -9.23083",178858
Peliyagoda,"6.9685, 79.8836",28784
Mantasoa,"-19.01667, 47.83333",10000
San Miguel Ajusco,"19.22201, -99.20242",29781
Yagoua,"10.34107, 15.23288",59069
Xincheng,"34.67431, 103.5868",20535
Rangdu,"30.59292, 108.30558",11613
Hollola,"61.05, 25.43333",20405
Navsari,"20.94237, 72.92467",171109
Maddūr,"12.58283, 77.04294",28141
Amnéville,"49.25671, 6.13414",10162
West Molesey,"51.39985, -0.37997",18565
Cumbum,"15.58171, 79.11059",22653
Mae Tha,"18.46456, 99.14026",10048
Carrollwood,"28.05002, -82.49287",33365
Royal Palm Beach,"26.7084, -80.2306",37633
Roxas,"10.3215, 119.3451",15242
Lupon,"6.89814, 126.00961",27247
Antipolo,"14.62578, 121.12251",549543
Sosnovaya Polyana,"59.83528, 30.14667",48271
Protvino,"54.86821, 37.21583",37329
Kungur,"57.4368, 56.9593",66389
Khosta,"43.51484, 39.86825",20000
Vienna,"39.32702, -81.54846",10573
Fall River,"41.70149, -71.15505",94000
Sudbury,"42.38343, -71.41617",17343
Sens,"48.19738, 3.28328",28700
Lavras da Mangabeira,"-6.75333, -38.96444",17221
Lagarto,"-10.91722, -37.65",45445
Iguape,"-24.70806, -47.55528",23784
Brumadinho,"-20.14333, -44.19972",27563
Uccle,"50.80225, 4.33943",82929
Strausberg,"52.57859, 13.88741",26649
Ijūin,"31.61667, 130.4",25217
Benslimane,"33.61601, -7.12153",62352
Zacatlán,"19.9355, -97.96125",33736
Villa de Zaachila,"16.95098, -96.74938",13959
Yunfu,"22.92787, 112.03809",2612800
Yantai,"30.1467, 107.3196",29695
Augusta,"37.24065, 15.22121",30723
Rock Hill,"34.92487, -81.02508",71548
Christiana,"-27.91402, 25.16111",17523
Shibganj,"24.68501, 88.15638",35961
Esperanza,"27.57916, -109.9298",38969
Kushima,"31.48621, 131.2421",22102
Beloretsk,"53.96306, 58.39806",70468
Armavir,"44.9892, 41.1234",199548
Berëzovka,"56.03044, 93.11164",20913
Bauan,"13.7917, 121.0085",33560
Başkale,"38.04526, 44.01718",14516
Aguilares,"13.95722, -89.18972",21445
Rolândia,"-23.30972, -51.36917",51004
Itaqui,"-29.12528, -56.55306",34631
Guépaouo,"6.47268, -5.70615",26111
Zwickau,"50.72724, 12.48839",98796
Racibórz,"50.09195, 18.21928",58464
Dzierżoniów,"50.7282, 16.65141",34168
Loulé,"37.13772, -8.01968",23109
Lourdes,"14.96667, 120.68333",11155
Balagtas,"14.81667, 120.86667",59826
Mangla,"31.89306, 72.38167",16264
Colonial Park,"40.30064, -76.80969",13229
Riversdale,"-34.09345, 21.25725",16176
Straßgang,"47.03333, 15.4",16268
Ala-Buka,"41.4105, 71.48628",15426
Loikaw,"19.67798, 97.20975",17293
Buckhall,"38.73178, -77.4311",16293
Wilsonville,"45.29984, -122.77371",22729
Shpola,"49.01291, 31.3926",16674
Nong Phai,"15.99025, 101.06183",27756
Adré,"13.46648, 22.19875",21950
Bayramaly,"37.61852, 62.16715",75797
Soroti,"1.71464, 33.61113",56400
Tver,"56.85836, 35.90057",420065
Ayutinskiy,"47.78228, 40.14763",10623
Sandviken,"60.61667, 16.76667",24724
New Berlin,"42.9764, -88.10842",39825
Palmira,"7.8375, -72.22794",48087
Irun,"43.33904, -1.78938",60951
Gariāband,"20.63323, 82.06221",10416
Along,"28.16951, 94.8006",18425
Adampur,"31.43224, 75.71484",17027
Kashihara-shi,"34.50896, 135.7929",124521
Slavonski Brod,"45.16028, 18.01556",45005
Garden Grove,"33.77391, -117.94145",175393
Qo‘qon,"40.52861, 70.9425",259700
El Baúl,"8.96225, -68.29511",10760
Teaneck,"40.8976, -74.01597",40078
Morganton,"35.74541, -81.68482",16692
Pataskala,"39.99562, -82.67433",15245
Pasadena,"29.69106, -95.2091",153784
Amagasaki,"34.71667, 135.41667",442173
Karuri,"-1.17641, 36.7564",194342
Antakalnis,"54.70781, 25.31706",40000
Vangaindrano,"-23.35, 47.6",40813
Siuri,"23.90806, 87.52773",64659
Kadod,"21.21717, 73.21972",16747
Mīnāb,"27.13104, 57.08716",70790
Kakegawa,"34.76667, 138.01667",117925
Guixi,"28.28857, 117.21329",73732
San José del Guaviare,"2.57286, -72.64591",52815
Düsseldorf,"51.22172, 6.77616",620523
Khemis el Khechna,"36.64997, 3.3308",46965
Marignane,"43.41727, 5.21462",35873
Le Pradet,"43.10545, 6.0235",12343
Karankasso,"11.22191, -4.64423",15474
Tianguá,"-3.73222, -40.99167",45696
Vila Velha,"-20.32972, -40.2925",394930
Mucuri,"-18.08639, -39.55083",26775
Maragogipe,"-12.77778, -38.91944",20921
Monte Caseros,"-30.2518, -57.63537",24671
Morena,"26.49892, 77.99534",152004
Farnham,"51.21444, -0.80054",36971
Stantsiya Novyy Afon,"43.08056, 40.83833",26636
Morsang-sur-Orge,"48.66181, 2.35338",19917
Moissy-Cramayel,"48.62605, 2.60125",16259
Colfontaine,"50.4141, 3.85569",19964
Jatobá,"-9.18306, -38.26889",20575
Nerópolis,"-16.40639, -49.21861",21870
Ibaiti,"-23.84861, -50.18778",25796
Garibaldi,"-29.25611, -51.53361",30364
Alpinópolis,"-20.86361, -46.38806",13286
Profondeville,"50.37581, 4.86506",11401
San Antonio,"14.94659, 120.08673",34217
Bansud,"12.865, 121.45639",13758
Leça do Bailio,"41.21201, -8.63422",16103
Buenavista Tomatlán,"19.21281, -102.58735",10390
Timaru,"-44.39672, 171.25364",28900
Myjava,"48.75876, 17.56866",11591
Yambio,"4.57083, 28.39417",40382
Surat Thani,"9.14011, 99.33311",132040
Ko Samui,"9.53567, 99.93567",50000
Chum Phae,"16.5443, 102.09924",46335
Tavas,"37.57351, 29.07058",11584
Zelenodolsk,"55.84376, 48.51784",99600
Seraing,"50.58362, 5.50115",60737
Redkino,"56.64754, 36.29674",11507
Bol’shaya Setun’,"55.71667, 37.41667",20000
Woodbridge,"52.09332, 1.32042",11200
Belaya Kalitva,"48.18585, 40.77424",47521
Kurmuk,"10.52, 34.28333",10375
Newquay,"50.41557, -5.07319",20189
Sulzbach,"49.29882, 7.05696",18364
Shinjō,"38.75861, 140.30083",41140
Uch-Korgon,"40.22881, 72.05924",14708
Uzgen,"40.76994, 73.30068",49410
Lqoliaa,"30.29759, -9.46597",90890
San Pablo Autopan,"19.35638, -99.65724",35141
Galesburg,"40.94782, -90.37124",31273
Lexington,"40.78084, -99.7415",10075
Elista,"46.30778, 44.25583",106971
Ikungi,"-5.13333, 34.76667",19692
Terebovlia,"49.29967, 25.68886",13425
Buwenge,"0.64996, 33.17128",15130
Andover,"37.7139, -97.13643",12745
Salina,"38.84028, -97.61142",47813
Ineu,"46.43372, 21.84048",10051
Xinzhai,"33.64387, 104.68386",11242
Wenheng,"25.66742, 116.75429",20542
Nanbin,"29.9994, 108.10913",118597
Helin,"30.58123, 107.68064",19268
Kaiyuan,"42.53306, 124.04028",112462
Huangbai,"30.91302, 108.58249",10949
Villavicencio,"4.142, -73.62664",321717
Ovejas,"9.52716, -75.22873",13284
Ciudad General Escobedo,"25.79698, -100.31791",352444
Celaya,"20.52353, -100.8157",340387
Allende,"28.34124, -100.85111",20694
Kapit,"1.99546, 112.93254",15771
Katima Mulilo,"-17.50467, 24.27574",33615
Eket,"4.64231, 7.92438",25569
Borculo,"52.11583, 6.52222",10373
Queenstown,"-45.03023, 168.66271",10442
Al Qābil,"22.571, 58.69472",14008
Panamá,"8.9936, -79.51973",408168
Pellaro,"38.01667, 15.65",13000
Srivilliputhur,"9.51272, 77.63369",74370
Sawāi Mādhopur,"26.02301, 76.34408",108612
Nangal,"31.38966, 76.37574",48497
Mākhjan,"17.2698, 73.50031",10000
Madhugiri,"13.66035, 77.21239",28124
Kondapalle,"16.61989, 80.54244",38714
Kakching,"24.4982, 93.98126",30418
Iglās,"27.711, 77.93967",13746
Doda,"33.14916, 75.54746",17748
Montes Claros,"-16.735, -43.86167",332379
Idiofa,"-4.96589, 19.59151",87882
Yaoudé,"6.5588, -7.44612",13587
Montignies-sur-Sambre,"50.41081, 4.49109",18765
Paracho de Verduzco,"19.64745, -102.04897",18868
Khairpur Nathan Shah,"27.09064, 67.73489",30286
Yaţţā,"31.4459, 35.09443",41425
Nabari,"34.61667, 136.08333",77022
Lucheng,"31.23357, 117.28057",89119
Gigante,"2.38678, -75.54736",36055
Calimete,"22.5342, -80.91105",23255
Tagta,"41.65041, 59.9164",16635
Nova Odesa,"47.31268, 31.76972",13547
Wayne,"40.044, -75.38769",30892
Cudahy,"42.95974, -87.86147",18353
Mount Laurel,"39.934, -74.891",41864
Fort Worth,"32.72541, -97.32085",918915
Ames,"42.03471, -93.61994",65060
Khemis Miliana,"36.26104, 2.22015",80512
Boujdour,"26.13073, -14.48513",42651
Peiting,"47.79549, 10.92951",12106
Aulendorf,"47.95083, 9.63745",10063
El Attaf,"36.22393, 1.67187",33349
As Sallūm,"31.55371, 25.15793",16545
Fanling,"22.49487, 114.13949",263200
Kasongo-Lunda,"-6.47833, 16.81735",20060
Sanski Most,"44.7667, 16.667",13551
Webster Groves,"38.59255, -90.35734",23177
Hyde Park,"41.7942, -87.59394",26893
Walker,"43.00141, -85.76809",24647
Kounkané,"12.93333, -14.08333",10798
Nakhon Nayok,"14.20463, 101.21295",21309
Ermenek,"36.64043, 32.89179",16986
Aventura,"25.95648, -80.13921",37649
Kunming,"25.03889, 102.71833",3855346
Danzi,"30.857, 108.00592",18318
San Pablo,"9.99559, -84.09656",21662
Wynnum,"-27.44527, 153.15813",12650
Warragul,"-38.15912, 145.93118",15284
Mount Gambier,"-37.8318, 140.77919",25030
Ōsaki,"38.58866, 140.973",128763
Rēzekne,"56.51028, 27.34",38340
El Menzel,"33.83758, -4.54472",13803
Tearce,"42.07666, 21.0531",23096
Jesús Gómez Portugal (Margaritas),"21.99917, -102.29139",11589
Peterhof,"59.88333, 29.9",73199
Mamadysh,"55.71525, 51.40797",14148
Finspång,"58.70578, 15.76739",12807
Touba,"14.85, -15.88333",753315
Nakhon Sawan,"15.70472, 100.13717",82305
Chiang Khong,"20.26125, 100.40461",14505
Monastir,"35.77799, 10.82617",71546
Bashtanka,"47.40528, 32.43444",12180
Paidha,"2.41669, 30.98551",28348
Dieppe,"46.07844, -64.68735",27304
Luputa,"-7.16177, 23.70057",54676
Göygöl,"40.58584, 46.3189",17816
Gandhinagar,"23.21667, 72.68333",195985
Andrott,"10.81186, 73.67408",11191
Jönköping,"57.78145, 14.15618",93797
Sokoni,"-6.43333, 39.55",25821
Odesa,"46.48572, 30.74383",1015826
Lebanon,"44.53651, -122.90703",16324
Kent,"47.38093, -122.23484",126952
Tuyên Quang,"21.82356, 105.21424",36430
Ivdel’,"60.69111, 60.42056",19379
Valenciennes,"50.35909, 3.52506",44821
Daliyat al Karmel,"32.69383, 35.04686",25000
Panruti,"11.77662, 79.55269",56586
Southgate,"51.61667, -0.1",14454
Seven Sisters,"51.57769, -0.07895",15968
Campo Largo,"-25.45955, -49.53014",94668
Belo Horizonte,"-19.92083, -43.93778",2721564
Zapala,"-38.90056, -70.06674",31534
Seaford,"-38.1, 145.13333",17215
Jawor,"51.05132, 16.19347",23865
Zărnești,"45.56093, 25.31787",24926
Chitose,"42.81944, 141.65222",96475
Changyŏn,"38.25083, 125.09611",39368
Neietsu,"37.18447, 128.46821",25413
Dzuunmod,"47.70694, 106.95278",16953
Río de Teapa,"17.78342, -92.90033",26500
Tacámbaro de Codallos,"19.23502, -101.45824",25665
Zango,"13.05313, 8.48574",12371
Igbo-Ora,"7.43383, 3.28788",92719
Enkhuizen,"52.70333, 5.29167",17365
Puquio,"-14.7, -74.13333",10491
Požarevac,"44.62133, 21.18782",41736
Nova Gorica,"45.95604, 13.64837",13031
Tha Bo,"17.85003, 102.58139",35292
Derhachi,"50.10659, 36.12112",17139
Oak Ridge,"28.47112, -81.42452",22685
Aroa,"10.43949, -68.89496",35508
Việt Trì,"21.32274, 105.40198",140935
Tsimlyansk,"47.64611, 42.10194",15341
Oboyan’,"51.21224, 36.27859",14000
Barysh,"53.65533, 47.11229",18547
Berëzovskiy,"55.6, 86.2",55000
Cary,"42.21197, -88.23814",17965
Phillipsburg,"40.69371, -75.19018",14515
Calbe,"51.90668, 11.77478",11322
South Tangerang,"-6.28862, 106.71789",1365688
Nābha,"30.37577, 76.15292",64640
Ardestān,"33.3761, 52.3694",16058
Água Branca,"-5.89222, -42.63611",13912
Urupês,"-21.20167, -49.29",10745
Brumado,"-14.20361, -41.66528",41989
Courtenay,"49.68657, -124.9936",25599
Zürich (Kreis 7),"47.37328, 8.58038",33820
Kranzadougou,"6.48496, -7.20101",16614
Rembertów,"52.26059, 21.16355",21893
Lagos,"37.10202, -8.67422",18831
Čačak,"43.89139, 20.34972",117072
Liévin,"50.4198, 2.78068",34370
Chuk Yuen South Estate,"22.34457, 114.19282",14147
Thānesar,"29.97323, 76.83214",138279
Luoyang,"24.95938, 118.683",66188
Fenyi,"27.81117, 114.66805",58478
Villanueva,"10.44361, -75.27306",12791
Weiden,"49.67682, 12.15613",42550
Toumoukro,"10.3855, -5.75062",11172
Kinna,"0.31883, 38.20499",11175
Tlaltizapán,"18.6863, -99.11868",10563
Alhama de Murcia,"37.85103, -1.42507",19860
Arrigorriaga,"43.21006, -2.88562",12435
Saran,"47.95013, 1.87601",16243
Saint-Loup,"43.27766, 5.43133",16084
Sandown,"50.65158, -1.16103",20155
Zella-Mehlis,"50.65642, 10.66046",12361
Boulogne-sur-Mer,"50.72485, 1.61373",47013
Paniqui,"15.6689, 120.5806",48261
Calauan,"14.14989, 121.3152",36580
Zafarwal,"32.34464, 74.8999",23078
Gorlice,"49.65563, 21.16035",28609
Alken,"50.87553, 5.30558",10933
Kearns,"40.65995, -111.99633",35731
Bulung’ur Shahri,"39.76003, 67.27441",29200
Guarenas,"10.47027, -66.61934",248588
Zvečan,"42.9075, 20.84028",17000
Sagopshi,"43.48515, 44.59063",11848
Pervouralsk,"56.90528, 59.94361",133600
Hau-ri,"41.20056, 129.47028",13581
Santiago,"25.42533, -100.15205",36840
Blangwa,"12.77515, 14.55328",27208
Fuyang,"30.05333, 119.95194",70183
Guangxing,"29.05577, 106.55549",11222
Okene,"7.55122, 6.23589",479178
Madhyapur Thimi,"27.68056, 85.3875",119955
Albino,"45.76444, 9.79904",13263
Russeifa,"32.01778, 36.04639",268237
Lompoc,"34.63915, -120.45794",44164
Vichuga,"57.2145, 41.92555",39071
Solnechnyy,"50.72367, 136.63831",14227
Gurnee,"42.3703, -87.90202",31056
Shrewsbury,"42.29593, -71.71285",33893
Berkley,"42.50309, -83.18354",15268
Saddle Brook,"40.89899, -74.09264",13130
Lake Ronkonkoma,"40.8351, -73.13122",20155
North New Hyde Park,"40.74316, -73.69319",14899
Norwalk,"41.47555, -93.67883",10135
Sulphur,"30.23659, -93.37738",20189
Kempten (Allgäu),"47.72674, 10.31389",61399
Zhabei,"31.25861, 121.45972",840000
Mianyang,"31.46784, 104.68168",1550000
Péruwelz,"50.50819, 3.59373",16647
Dingzhou,"38.51473, 114.9868",152934
